Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR
100024,TechCorp,Social Media,Men 18-24,60 days,Email,0.11,17112.0,2.05,Houston,Mandarin,387,1804,9,Tech Enthusiasts,2021-01-14,21.45232815964523
100025,Innovate Industries,Email,All Ages,60 days,Facebook,0.07,11771.0,6.6,Miami,German,807,2864,8,Tech Enthusiasts,2021-01-15,28.17737430167598
100026,DataTech Solutions,Search,Women 35-44,60 days,Email,0.04,10300.0,2.34,Miami,German,653,5244,4,Tech Enthusiasts,2021-01-16,12.452326468344776
100027,DataTech Solutions,Display,Men 25-34,15 days,Instagram,0.03,12854.0,6.63,New York,German,836,4453,9,Health & Wellness,2021-01-17,18.773860318886143
100028,Alpha Innovations,Social Media,Women 35-44,30 days,YouTube,0.14,15806.0,7.49,Miami,French,512,4426,4,Foodies,2021-01-18,11.56800723000452
100029,Innovate Industries,Social Media,Women 25-34,30 days,Email,0.15,15692.0,6.34,Chicago,German,387,3379,4,Fashionistas,2021-01-19,11.453092630955904
100030,Innovate Industries,Email,All Ages,60 days,YouTube,0.14,5367.0,6.14,Houston,German,204,9862,1,Tech Enthusiasts,2021-01-20,2.0685459338876497
100031,DataTech Solutions,Social Media,Men 25-34,30 days,Instagram,0.02,17505.0,5.29,Los Angeles,French,297,5561,6,Tech Enthusiasts,2021-01-21,5.340766049271714
100032,TechCorp,Social Media,Women 25-34,15 days,Facebook,0.13,19231.0,2.08,New York,Mandarin,741,5769,8,Fashionistas,2021-01-22,12.844513780551223
100033,Alpha Innovations,Influencer,Women 35-44,15 days,Website,0.14,19673.0,5.3,Chicago,English,965,6660,10,Foodies,2021-01-23,14.48948948948949
100034,Alpha Innovations,Search,Women 25-34,45 days,Instagram,0.02,12122.0,2.98,New York,German,684,7419,5,Tech Enthusiasts,2021-01-24,9.21957137080469
100035,Innovate Industries,Social Media,Men 18-24,45 days,Website,0.14,14221.0,7.77,Los Angeles,German,101,4768,9,Tech Enthusiasts,2021-01-25,2.1182885906040267
100036,NexGen Systems,Email,Men 25-34,15 days,Email,0.14,9897.0,5.11,Houston,Mandarin,824,9269,2,Foodies,2021-01-26,8.889847880030208
100037,Innovate Industries,Social Media,All Ages,60 days,Google Ads,0.11,8039.0,4.26,Los Angeles,French,351,7814,5,Fashionistas,2021-01-27,4.491937547990786
100038,DataTech Solutions,Search,Women 35-44,45 days,Instagram,0.07,9293.0,7.87,Chicago,Spanish,640,4259,2,Health & Wellness,2021-01-28,15.027001643578306
100039,NexGen Systems,Email,All Ages,45 days,Instagram,0.09,16182.0,5.7,New York,Spanish,454,8480,4,Outdoor Adventurers,2021-01-29,5.35377358490566
100040,NexGen Systems,Influencer,All Ages,30 days,Instagram,0.1,13958.0,7.96,New York,Spanish,804,1068,6,Foodies,2021-01-30,75.28089887640449
100041,NexGen Systems,Influencer,Men 18-24,60 days,Facebook,0.15,5794.0,7.11,New York,Mandarin,476,9722,7,Outdoor Adventurers,2021-01-31,4.896111911129397
100042,Innovate Industries,Influencer,Men 18-24,15 days,YouTube,0.15,16928.0,6.55,Houston,Mandarin,272,1054,8,Fashionistas,2021-02-01,25.806451612903224
100043,TechCorp,Email,Women 25-34,60 days,Facebook,0.09,10431.0,4.26,Los Angeles,French,466,3935,1,Health & Wellness,2021-02-02,11.842439644218551
100044,Alpha Innovations,Display,All Ages,60 days,Facebook,0.12,12876.0,6.78,Houston,Mandarin,302,7858,4,Fashionistas,2021-02-03,3.8432171035886995
100045,NexGen Systems,Search,Women 35-44,30 days,YouTube,0.09,17333.0,4.09,Miami,Spanish,491,9505,9,Tech Enthusiasts,2021-02-04,5.165702261967386
100046,DataTech Solutions,Social Media,Men 18-24,30 days,Google Ads,0.09,16828.0,3.15,Chicago,Mandarin,886,5857,9,Fashionistas,2021-02-05,15.127198224346936
100047,DataTech Solutions,Search,Men 18-24,60 days,Website,0.01,17556.0,4.92,Los Angeles,Spanish,819,2819,5,Tech Enthusiasts,2021-02-06,29.05285562256119
100048,TechCorp,Email,Men 25-34,15 days,Instagram,0.04,14221.0,3.16,Houston,French,586,3290,1,Foodies,2021-02-07,17.811550151975684
100049,TechCorp,Email,Women 25-34,60 days,Google Ads,0.05,12669.0,6.41,Miami,French,296,9471,8,Fashionistas,2021-02-08,3.1253299545982474
100050,DataTech Solutions,Email,Men 25-34,60 days,Email,0.08,16503.0,2.68,Miami,Mandarin,935,1335,2,Foodies,2021-02-09,70.0374531835206
100051,NexGen Systems,Search,Women 35-44,60 days,YouTube,0.03,5432.0,4.89,Chicago,English,694,5058,6,Tech Enthusiasts,2021-02-10,13.720838275998418
100052,TechCorp,Display,Men 18-24,45 days,Website,0.07,17928.0,4.19,Chicago,German,105,1967,5,Fashionistas,2021-02-11,5.338078291814947
100053,NexGen Systems,Display,Women 35-44,45 days,Website,0.01,7961.0,4.89,Miami,German,940,9229,3,Tech Enthusiasts,2021-02-12,10.18528551305667
100054,DataTech Solutions,Social Media,Men 25-34,30 days,Website,0.12,14643.0,7.92,Chicago,English,575,7057,9,Outdoor Adventurers,2021-02-13,8.147938217372822
100055,Alpha Innovations,Display,Men 25-34,45 days,Website,0.02,5061.0,4.72,Los Angeles,English,650,8823,1,Foodies,2021-02-14,7.367108693188258
100056,TechCorp,Social Media,Women 35-44,45 days,Website,0.08,14569.0,5.2,Los Angeles,French,252,7032,10,Foodies,2021-02-15,3.583617747440273
100057,Alpha Innovations,Email,Women 25-34,60 days,Facebook,0.15,9744.0,3.46,Miami,Mandarin,310,3729,6,Tech Enthusiasts,2021-02-16,8.313220702601233
100058,TechCorp,Social Media,Women 25-34,30 days,Facebook,0.11,19112.0,3.4,Houston,Mandarin,500,9259,9,Health & Wellness,2021-02-17,5.400151204233718
100059,DataTech Solutions,Email,Men 18-24,45 days,Email,0.04,8427.0,7.47,Los Angeles,French,198,6882,5,Health & Wellness,2021-02-18,2.877070619006103
100060,TechCorp,Display,Men 18-24,30 days,Facebook,0.14,8880.0,7.89,Chicago,Spanish,259,3866,8,Foodies,2021-02-19,6.699430936368339
100061,DataTech Solutions,Display,Women 25-34,30 days,YouTube,0.02,16901.0,7.22,Houston,English,187,9107,10,Tech Enthusiasts,2021-02-20,2.0533655429889097
100062,Alpha Innovations,Display,Men 18-24,45 days,Google Ads,0.01,5527.0,6.15,Chicago,French,266,5172,3,Foodies,2021-02-21,5.1430781129157
100063,DataTech Solutions,Email,Men 25-34,60 days,Google Ads,0.05,14761.0,5.6,Los Angeles,German,525,2683,3,Health & Wellness,2021-02-22,19.567648155050314
100064,Innovate Industries,Search,Women 25-34,30 days,Website,0.06,8954.0,5.05,Chicago,Mandarin,277,4199,6,Tech Enthusiasts,2021-02-23,6.596808763991427
100065,NexGen Systems,Search,Women 25-34,15 days,YouTube,0.02,9785.0,5.6,Chicago,German,282,1546,6,Fashionistas,2021-02-24,18.240620957309183
100066,DataTech Solutions,Email,Women 25-34,45 days,Website,0.14,17707.0,4.6,Los Angeles,English,881,4126,7,Outdoor Adventurers,2021-02-25,21.352399418322833
100067,Innovate Industries,Social Media,Men 25-34,15 days,Instagram,0.11,8806.0,2.32,Miami,German,310,2550,2,Health & Wellness,2021-02-26,12.156862745098039
100068,TechCorp,Email,All Ages,45 days,YouTube,0.13,15639.0,5.2,New York,French,344,4349,7,Outdoor Adventurers,2021-02-27,7.90986433662911
100069,NexGen Systems,Display,Men 18-24,30 days,Email,0.02,8322.0,4.73,Los Angeles,Mandarin,653,7826,3,Health & Wellness,2021-02-28,8.343981599795553
100070,DataTech Solutions,Influencer,Men 25-34,45 days,Instagram,0.07,12827.0,4.69,Chicago,Mandarin,124,4331,5,Health & Wellness,2021-03-01,2.86308012006465
100071,TechCorp,Email,Men 18-24,15 days,Google Ads,0.15,18750.0,5.52,Miami,English,523,1302,4,Fashionistas,2021-03-02,40.1689708141321
100072,DataTech Solutions,Influencer,Men 18-24,60 days,Facebook,0.12,11573.0,7.0,Chicago,Spanish,438,7618,6,Foodies,2021-03-03,5.749540561827251
100073,Innovate Industries,Email,All Ages,60 days,Website,0.13,7074.0,5.29,Los Angeles,German,368,8125,6,Foodies,2021-03-04,4.52923076923077
100074,Alpha Innovations,Email,Women 25-34,45 days,Email,0.11,17082.0,5.52,Miami,English,157,7732,9,Health & Wellness,2021-03-05,2.0305225038799795
100075,NexGen Systems,Influencer,Men 18-24,15 days,Facebook,0.04,14993.0,6.77,Miami,French,332,3130,10,Tech Enthusiasts,2021-03-06,10.60702875399361
100076,Alpha Innovations,Influencer,All Ages,45 days,Website,0.15,17063.0,4.48,Chicago,English,428,5180,3,Fashionistas,2021-03-07,8.262548262548263
100077,Alpha Innovations,Display,Men 18-24,45 days,Facebook,0.12,7308.0,4.61,Houston,Mandarin,935,5064,7,Outdoor Adventurers,2021-03-08,18.463665086887833
100078,NexGen Systems,Social Media,Men 25-34,45 days,Email,0.04,12811.0,7.01,Houston,English,603,7964,10,Health & Wellness,2021-03-09,7.571572074334505
100079,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.04,9358.0,4.05,Los Angeles,French,113,1333,10,Tech Enthusiasts,2021-03-10,8.477119279819954
100080,DataTech Solutions,Social Media,Men 25-34,45 days,Website,0.12,10276.0,6.89,Los Angeles,German,490,5184,7,Tech Enthusiasts,2021-03-11,9.452160493827162
100081,Innovate Industries,Email,Women 25-34,30 days,Email,0.05,11851.0,6.39,Chicago,Mandarin,293,5541,9,Fashionistas,2021-03-12,5.287854177946219
100082,Alpha Innovations,Influencer,Men 18-24,30 days,Website,0.09,8120.0,5.6,New York,Mandarin,218,6687,8,Foodies,2021-03-13,3.2600568266786305
100083,Innovate Industries,Influencer,Men 18-24,15 days,Instagram,0.03,10837.0,2.69,Miami,German,575,1648,1,Health & Wellness,2021-03-14,34.890776699029125
100084,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.08,15055.0,7.82,New York,English,889,2495,7,Outdoor Adventurers,2021-03-15,35.6312625250501
100085,DataTech Solutions,Social Media,Men 18-24,45 days,Email,0.06,17296.0,5.62,Los Angeles,French,656,3264,5,Fashionistas,2021-03-16,20.098039215686274
100086,Innovate Industries,Search,Women 35-44,15 days,Email,0.06,17581.0,6.96,Los Angeles,Mandarin,542,3436,6,Foodies,2021-03-17,15.774155995343422
100087,TechCorp,Influencer,All Ages,15 days,Email,0.05,9417.0,4.3,Miami,Mandarin,660,9087,9,Foodies,2021-03-18,7.2631231429514695
100088,Alpha Innovations,Email,Men 25-34,30 days,Website,0.03,11661.0,6.21,Houston,English,870,6130,10,Tech Enthusiasts,2021-03-19,14.192495921696574
100089,TechCorp,Search,Women 25-34,30 days,Website,0.11,15667.0,5.05,Miami,English,841,8825,6,Foodies,2021-03-20,9.529745042492918
100090,Alpha Innovations,Search,Men 25-34,15 days,Instagram,0.02,6209.0,5.46,Los Angeles,German,234,1702,1,Outdoor Adventurers,2021-03-21,13.748531139835487
100091,DataTech Solutions,Email,Women 25-34,30 days,Instagram,0.11,14652.0,7.72,Los Angeles,French,863,7741,10,Fashionistas,2021-03-22,11.148430435344272
100092,TechCorp,Influencer,Men 25-34,45 days,Instagram,0.09,5095.0,2.41,New York,Mandarin,574,9190,6,Outdoor Adventurers,2021-03-23,6.245919477693144
100093,Alpha Innovations,Display,Men 18-24,45 days,Facebook,0.04,18839.0,2.88,New York,English,418,5725,7,Tech Enthusiasts,2021-03-24,7.3013100436681215
100094,TechCorp,Email,Men 18-24,60 days,Instagram,0.15,5922.0,4.69,Chicago,Spanish,562,6591,7,Health & Wellness,2021-03-25,8.526778940980124
100095,TechCorp,Influencer,Men 18-24,60 days,Facebook,0.14,9656.0,3.11,Chicago,French,617,2699,3,Fashionistas,2021-03-26,22.86031863653205
100096,Innovate Industries,Influencer,Women 35-44,30 days,Instagram,0.08,17966.0,5.7,Los Angeles,Spanish,171,5026,7,Foodies,2021-03-27,3.4023079984082774
100097,Innovate Industries,Display,Women 25-34,30 days,Email,0.03,8852.0,3.37,Los Angeles,English,296,8433,7,Outdoor Adventurers,2021-03-28,3.5100201588995614
100098,NexGen Systems,Influencer,Men 25-34,15 days,Website,0.14,16362.0,3.49,Los Angeles,German,523,3813,3,Foodies,2021-03-29,13.716233936532914
100099,Innovate Industries,Search,Women 25-34,45 days,Facebook,0.12,8994.0,7.48,Houston,Mandarin,539,6429,4,Outdoor Adventurers,2021-03-30,8.383885518743195
100100,NexGen Systems,Search,Women 25-34,15 days,Google Ads,0.09,13987.0,6.94,Los Angeles,English,592,5733,3,Fashionistas,2021-03-31,10.326181754753183
100101,Innovate Industries,Email,Men 25-34,30 days,Email,0.06,19274.0,2.51,Houston,English,281,6917,6,Fashionistas,2021-04-01,4.062454821454388
100102,NexGen Systems,Display,Women 35-44,60 days,Google Ads,0.09,6000.0,4.82,Miami,Mandarin,547,9351,4,Foodies,2021-04-02,5.849641749545503
100103,Innovate Industries,Email,All Ages,45 days,Email,0.13,11703.0,5.32,Houston,Spanish,118,3615,2,Fashionistas,2021-04-03,3.2641770401106505
100104,DataTech Solutions,Search,Men 18-24,60 days,Email,0.11,10654.0,7.33,Los Angeles,Mandarin,272,8430,3,Foodies,2021-04-04,3.2265717674970342
100105,DataTech Solutions,Display,Women 25-34,30 days,Website,0.04,7353.0,4.58,New York,French,688,7648,10,Health & Wellness,2021-04-05,8.99581589958159
100106,NexGen Systems,Search,Men 18-24,30 days,Website,0.12,16308.0,6.75,New York,Spanish,584,8532,2,Foodies,2021-04-06,6.8448195030473515
100107,TechCorp,Email,Women 25-34,60 days,Email,0.15,8387.0,4.76,New York,German,836,3568,2,Health & Wellness,2021-04-07,23.430493273542602
100108,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,0.1,17671.0,4.2,Houston,Spanish,353,1988,7,Outdoor Adventurers,2021-04-08,17.756539235412475
100109,Alpha Innovations,Display,Women 25-34,45 days,Instagram,0.08,14279.0,4.9,New York,German,398,2719,7,Tech Enthusiasts,2021-04-09,14.63773446119897
100110,TechCorp,Social Media,Men 25-34,60 days,Google Ads,0.02,19065.0,5.27,Chicago,French,741,2483,3,Health & Wellness,2021-04-10,29.84293193717277
100111,Alpha Innovations,Influencer,Women 25-34,60 days,Website,0.13,8337.0,4.61,New York,French,385,5307,6,Foodies,2021-04-11,7.254569436593179
100112,DataTech Solutions,Social Media,Women 35-44,30 days,Email,0.09,16771.0,7.85,New York,Spanish,118,6876,6,Tech Enthusiasts,2021-04-12,1.716114019778941
100113,TechCorp,Social Media,All Ages,30 days,Email,0.02,12976.0,5.77,New York,Spanish,874,8612,6,Tech Enthusiasts,2021-04-13,10.148629818857408
100114,Innovate Industries,Display,Men 25-34,60 days,Facebook,0.1,10487.0,3.21,Houston,German,386,3835,3,Foodies,2021-04-14,10.065189048239896
100115,Innovate Industries,Social Media,Women 35-44,30 days,Website,0.12,18702.0,4.16,New York,French,246,1791,6,Health & Wellness,2021-04-15,13.735343383584588
100116,DataTech Solutions,Social Media,All Ages,60 days,Email,0.05,15968.0,2.07,Miami,German,334,7205,8,Outdoor Adventurers,2021-04-16,4.635669673837612
100117,TechCorp,Influencer,Men 25-34,15 days,Facebook,0.05,17505.0,4.66,Chicago,German,424,9192,9,Outdoor Adventurers,2021-04-17,4.6127067014795475
100118,DataTech Solutions,Email,Men 25-34,30 days,Google Ads,0.13,9887.0,4.07,Los Angeles,English,705,7663,3,Outdoor Adventurers,2021-04-18,9.200052198877724
100119,NexGen Systems,Search,Men 25-34,45 days,YouTube,0.05,15412.0,3.59,Miami,English,600,6504,6,Foodies,2021-04-19,9.22509225092251
100120,DataTech Solutions,Email,Men 25-34,60 days,Website,0.08,15667.0,5.76,Los Angeles,Mandarin,470,2457,2,Foodies,2021-04-20,19.129019129019127
100121,DataTech Solutions,Email,Men 25-34,15 days,Instagram,0.13,12037.0,5.63,New York,English,982,8420,5,Tech Enthusiasts,2021-04-21,11.662707838479811
100122,NexGen Systems,Social Media,Women 35-44,30 days,Website,0.09,15301.0,4.76,Houston,French,756,3538,6,Health & Wellness,2021-04-22,21.368004522329
100123,NexGen Systems,Search,All Ages,15 days,Facebook,0.02,12051.0,7.11,New York,Mandarin,650,7892,9,Outdoor Adventurers,2021-04-23,8.236188545362392
100124,Innovate Industries,Influencer,Men 18-24,60 days,Google Ads,0.07,7858.0,7.14,Chicago,Spanish,379,9471,7,Fashionistas,2021-04-24,4.001689367543026
100125,Innovate Industries,Social Media,Women 25-34,60 days,YouTube,0.06,9993.0,3.78,New York,English,719,5248,1,Tech Enthusiasts,2021-04-25,13.70045731707317
100126,Alpha Innovations,Search,All Ages,30 days,Email,0.06,16474.0,7.28,New York,German,282,6366,6,Health & Wellness,2021-04-26,4.429783223374175
100127,DataTech Solutions,Social Media,Women 25-34,30 days,Facebook,0.11,5413.0,5.16,Miami,English,785,6369,6,Tech Enthusiasts,2021-04-27,12.325325796828388
100128,DataTech Solutions,Search,Women 25-34,15 days,Website,0.11,18887.0,4.7,Chicago,Spanish,522,9246,3,Tech Enthusiasts,2021-04-28,5.645684620376379
100129,NexGen Systems,Search,Women 25-34,45 days,Website,0.04,8359.0,6.32,Chicago,German,485,7575,1,Foodies,2021-04-29,6.402640264026403
100130,Innovate Industries,Influencer,Men 25-34,60 days,Instagram,0.02,18266.0,5.44,Los Angeles,Spanish,776,1857,10,Outdoor Adventurers,2021-04-30,41.78782983306408
100131,NexGen Systems,Search,Men 18-24,45 days,Website,0.08,14208.0,5.14,Chicago,French,431,6207,2,Tech Enthusiasts,2021-05-01,6.943773159336233
100132,NexGen Systems,Display,Men 18-24,45 days,Google Ads,0.11,8071.0,3.29,New York,Mandarin,565,1424,10,Outdoor Adventurers,2021-05-02,39.67696629213483
100133,TechCorp,Influencer,Women 35-44,15 days,Website,0.08,19360.0,2.42,Miami,Mandarin,768,9141,8,Health & Wellness,2021-05-03,8.401706596652444
100134,NexGen Systems,Display,All Ages,30 days,Website,0.09,14506.0,5.62,Houston,Spanish,776,3596,10,Foodies,2021-05-04,21.579532814238043
100135,NexGen Systems,Search,Women 35-44,45 days,Email,0.05,12430.0,4.62,New York,Spanish,390,9994,9,Health & Wellness,2021-05-05,3.9023414048429057
100136,TechCorp,Display,All Ages,15 days,Instagram,0.06,5780.0,6.2,Chicago,Mandarin,289,9564,9,Foodies,2021-05-06,3.0217482225010457
100137,DataTech Solutions,Influencer,Women 25-34,60 days,Email,0.11,19282.0,6.55,Houston,Spanish,849,7061,10,Health & Wellness,2021-05-07,12.02379266392862
100138,TechCorp,Influencer,Men 18-24,30 days,Email,0.11,5917.0,3.23,Los Angeles,Spanish,338,4869,9,Tech Enthusiasts,2021-05-08,6.941877182172932
100139,TechCorp,Email,Women 25-34,45 days,Website,0.07,13636.0,4.45,Los Angeles,German,181,7855,1,Outdoor Adventurers,2021-05-09,2.30426479949077
100140,TechCorp,Email,All Ages,15 days,Google Ads,0.11,7633.0,6.43,Houston,English,158,9236,6,Tech Enthusiasts,2021-05-10,1.7106972715461237
100141,Innovate Industries,Social Media,All Ages,45 days,YouTube,0.08,6338.0,3.08,Chicago,French,611,4544,9,Tech Enthusiasts,2021-05-11,13.44630281690141
100142,DataTech Solutions,Email,Men 25-34,45 days,Instagram,0.05,8495.0,6.73,Houston,German,154,5188,10,Foodies,2021-05-12,2.9683885890516577
100143,Innovate Industries,Social Media,All Ages,45 days,Google Ads,0.15,16705.0,7.79,Chicago,French,339,1686,1,Foodies,2021-05-13,20.106761565836297
100144,TechCorp,Influencer,Men 18-24,15 days,Instagram,0.06,11242.0,6.74,Miami,Spanish,791,4167,7,Tech Enthusiasts,2021-05-14,18.98248140148788
100145,TechCorp,Search,Women 35-44,15 days,Facebook,0.06,10808.0,6.26,Los Angeles,English,691,4148,1,Fashionistas,2021-05-15,16.658630665380905
100146,Alpha Innovations,Search,Men 25-34,45 days,Google Ads,0.11,12366.0,7.55,Miami,Spanish,592,3705,6,Outdoor Adventurers,2021-05-16,15.978407557354926
100147,Alpha Innovations,Influencer,Women 35-44,45 days,Instagram,0.07,14454.0,5.1,Los Angeles,Spanish,823,8740,4,Tech Enthusiasts,2021-05-17,9.416475972540047
100148,Alpha Innovations,Influencer,Men 18-24,15 days,Instagram,0.06,14852.0,3.96,Los Angeles,Mandarin,255,4009,8,Fashionistas,2021-05-18,6.360688450985283
100149,DataTech Solutions,Influencer,Men 25-34,15 days,Email,0.03,16521.0,7.94,New York,German,449,7502,10,Outdoor Adventurers,2021-05-19,5.985070647827246
100150,TechCorp,Search,Women 35-44,15 days,YouTube,0.01,11076.0,5.04,New York,English,192,8186,7,Foodies,2021-05-20,2.3454678719765454
100151,TechCorp,Social Media,Women 25-34,30 days,YouTube,0.07,15214.0,4.26,Miami,German,402,7923,2,Tech Enthusiasts,2021-05-21,5.07383566830746
100152,TechCorp,Email,Men 18-24,60 days,Instagram,0.15,12332.0,6.81,Miami,French,147,7991,9,Health & Wellness,2021-05-22,1.8395695157051684
100153,Innovate Industries,Search,Women 35-44,15 days,Facebook,0.04,8231.0,3.71,Los Angeles,German,876,4540,5,Outdoor Adventurers,2021-05-23,19.295154185022025
100154,Innovate Industries,Search,Men 25-34,15 days,Google Ads,0.11,16728.0,5.27,New York,French,477,9914,3,Health & Wellness,2021-05-24,4.8113778495057495
100155,TechCorp,Influencer,Women 35-44,60 days,Google Ads,0.07,18842.0,6.93,Chicago,German,600,6691,4,Tech Enthusiasts,2021-05-25,8.967269466447467
100156,NexGen Systems,Display,All Ages,15 days,YouTube,0.05,13260.0,3.97,Chicago,Spanish,184,6334,1,Foodies,2021-05-26,2.9049573729081146
100157,DataTech Solutions,Social Media,Women 35-44,30 days,YouTube,0.04,5029.0,3.99,Houston,Mandarin,380,5112,6,Health & Wellness,2021-05-27,7.433489827856025
100158,Innovate Industries,Search,Women 35-44,15 days,Google Ads,0.15,12126.0,5.27,New York,Mandarin,921,5304,10,Health & Wellness,2021-05-28,17.36425339366516
100159,DataTech Solutions,Influencer,All Ages,60 days,Google Ads,0.06,19861.0,2.65,Los Angeles,Mandarin,746,7061,2,Outdoor Adventurers,2021-05-29,10.565075768304773
100160,Innovate Industries,Display,Men 18-24,45 days,Facebook,0.08,18975.0,6.37,Houston,Mandarin,412,2938,6,Foodies,2021-05-30,14.023144996596324
100161,Innovate Industries,Search,All Ages,15 days,Instagram,0.1,7600.0,6.52,Miami,Mandarin,953,3967,5,Health & Wellness,2021-05-31,24.02319132845979
100162,NexGen Systems,Display,Men 18-24,45 days,Website,0.11,14665.0,7.08,New York,French,323,3190,4,Tech Enthusiasts,2021-06-01,10.12539184952978
100163,NexGen Systems,Email,Women 35-44,15 days,Email,0.13,15389.0,4.09,Chicago,Spanish,516,7998,1,Foodies,2021-06-02,6.451612903225806
100164,Alpha Innovations,Social Media,Men 18-24,45 days,YouTube,0.09,15097.0,6.06,Los Angeles,Spanish,333,1359,8,Fashionistas,2021-06-03,24.503311258278146
100165,TechCorp,Search,Women 25-34,30 days,Website,0.04,7369.0,6.4,Chicago,English,626,4307,10,Health & Wellness,2021-06-04,14.534478755514279
100166,DataTech Solutions,Search,Men 18-24,60 days,Facebook,0.13,19004.0,5.3,New York,English,418,5894,9,Outdoor Adventurers,2021-06-05,7.091957923311842
100167,Alpha Innovations,Display,Men 18-24,15 days,Website,0.13,18643.0,4.99,Miami,French,506,1691,10,Fashionistas,2021-06-06,29.923122412773505
100168,TechCorp,Influencer,Men 25-34,60 days,Instagram,0.14,8046.0,7.15,Houston,Mandarin,904,5584,5,Foodies,2021-06-07,16.189111747851005
100169,DataTech Solutions,Search,Women 25-34,30 days,Website,0.14,18180.0,2.9,New York,English,812,8120,9,Tech Enthusiasts,2021-06-08,10.0
